order_id,customer_id,product_id,order_date,quantity,unit_price,discount,region_x,status,revenue,name,age,gender,city,region_y,signup_date,membership_tier,signup_year,tenure_days,age_group,tenure_months,product_name,category,cost_price,selling_price,stock_available,profit,margin,inventory_cost,inventory_revenue,inventory_risk,inventory_risk_label,price_bucket
ORD11581,C1002,P035,2023-12-11,2,29.99,0.0,West,Completed,59.98,Ananya Krishnan,33,Male,Ahmedabad,West,2022-01-03,Platinum,2022,166,26-35,5.533333333333333,Action Figure Set,Toys & Games,10.0,29.99,282,19.99,0.6665555185061687,2820.0,8457.18,False,Normal,Low Price
ORD11582,C1089,P015,2023-04-10,1,24.99,0.0,West,Completed,24.99,Mohit Sharma,24,Female,Mumbai,West,2022-06-06,Gold,2022,12,18-25,0.4,Resistance Bands Set,Sports & Fitness,8.0,24.99,117,16.99,0.6798719487795117,936.0,2923.83,False,Normal,Low Price
ORD11583,C1050,P026,2023-10-28,1,19.99,0.0,West,Completed,19.99,Rohan Singh,26,Male,Mumbai,West,2020-10-05,Silver,2020,621,26-35,20.7,Hair Serum,Beauty & Personal Care,6.0,19.99,323,13.989999999999998,0.6998499249624812,1938.0,6456.77,False,Normal,Low Price
ORD11584,C1017,P032,2023-02-21,1,34.99,0.0,North,Completed,34.99,Deepa Iyer,29,Female,Jaipur,North,2021-01-29,Gold,2021,505,26-35,16.833333333333332,Water Purifier Filter,Home & Kitchen,12.0,34.99,489,22.99,0.6570448699628465,5868.0,17110.11,False,Normal,Mid Price
ORD11585,C1163,P006,2023-01-06,2,129.99,0.1,South,Returned,233.98200000000003,Vivek Verma,20,Female,Chennai,South,2020-01-09,Gold,2020,891,18-25,29.7,Wireless Headphones,Electronics,65.0,129.99,101,64.99000000000001,0.499961535502731,6565.0,13128.990000000002,False,Normal,High Price
ORD11586,C1160,P029,2023-03-07,2,199.99,0.0,East,Completed,399.98,Varun Shah,29,Male,Patna,East,2020-12-19,Gold,2020,546,26-35,18.2,Air Purifier,Home & Kitchen,90.0,199.99,473,109.99,0.5499774988749437,42570.0,94595.27,True,High Risk,High Price
ORD11587,C1125,P010,2022-12-09,1,39.99,0.0,West,Returned,39.99,Nandini Verma,48,Male,Surat,West,2020-09-27,Platinum,2020,629,36-50,20.966666666666665,USB-C Hub,Electronics,15.0,39.99,151,24.99,0.6249062265566392,2265.0,6038.490000000001,False,Normal,Mid Price
ORD11588,C1053,P007,2022-08-20,5,210.0,0.0,East,Returned,1050.0,Divya Iyer,35,Male,Patna,East,2021-07-18,Platinum,2021,335,26-35,11.166666666666666,Smartwatch Pro,Electronics,95.0,210.0,218,115.0,0.5476190476190477,20710.0,45780.0,False,Normal,High Price
ORD11589,C1066,P034,2022-09-13,1,39.99,0.0,South,Completed,39.99,Vikram Joshi,39,Male,Hyderabad,South,2021-06-03,Silver,2021,380,36-50,12.666666666666666,LED Desk Lamp,Home & Kitchen,15.0,39.99,51,24.99,0.6249062265566392,765.0,2039.49,False,Normal,Mid Price
ORD11590,C1017,P030,2023-10-03,1,109.99,0.0,North,Completed,109.99,Deepa Iyer,29,Female,Jaipur,North,2021-01-29,Gold,2021,505,26-35,16.833333333333332,Coffee Maker,Home & Kitchen,45.0,109.99,306,64.99,0.5908718974452223,13770.0,33656.939999999995,False,Normal,High Price
ORD11591,C1072,P014,2023-08-30,3,89.99,0.0,West,Completed,269.97,Tarun Malhotra,40,Male,Surat,West,2021-11-19,Silver,2021,211,36-50,7.033333333333333,Running Shoes,Sports & Fitness,40.0,89.99,488,49.99,0.5555061673519279,19520.0,43915.12,True,High Risk,High Price
ORD11592,C1157,P033,2022-09-11,1,59.99,0.0,West,Completed,59.99,Nisha Pandey,45,Male,Pune,West,2020-06-28,Silver,2020,720,36-50,24.0,Bedsheet Set,Home & Kitchen,20.0,59.99,343,39.99,0.6666111018503084,6860.0,20576.57,False,Normal,High Price
ORD11593,C1071,P012,2022-02-25,3,44.99,0.0,South,Completed,134.97,Gaurav Agarwal,29,Male,Hyderabad,South,2021-06-11,Platinum,2021,372,26-35,12.4,Portable Charger,Electronics,18.0,44.99,244,26.99,0.5999110913536342,4392.0,10977.56,False,Normal,Mid Price
ORD11594,C1083,P001,2022-03-16,3,19.99,0.0,East,Completed,59.97,Vivek Iyer,32,Male,Bhubaneswar,East,2021-02-21,Silver,2021,482,26-35,16.066666666666666,Cotton Kurta,Apparel,8.0,19.99,132,11.989999999999998,0.599799899949975,1056.0,2638.68,False,Normal,Low Price
ORD11595,C1060,P012,2023-10-03,1,44.99,0.0,South,Completed,44.99,Harish Patel,31,Female,Kochi,South,2020-11-08,Silver,2020,587,26-35,19.566666666666663,Portable Charger,Electronics,18.0,44.99,244,26.99,0.5999110913536342,4392.0,10977.56,False,Normal,Mid Price
ORD11596,C1082,P025,2022-02-04,1,24.99,0.0,West,Completed,24.99,Manish Shah,24,Male,Mumbai,West,2020-08-24,Gold,2020,663,18-25,22.1,Sunscreen SPF50,Beauty & Personal Care,7.0,24.99,443,17.99,0.7198879551820728,3101.0,11070.57,False,Normal,Low Price
ORD11597,C1077,P013,2022-05-11,1,49.99,0.0,North,Returned,49.99,Neha Mishra,22,Male,Chandigarh,North,2021-04-12,Silver,2021,432,18-25,14.4,Yoga Mat,Sports & Fitness,18.0,49.99,360,31.99,0.6399279855971194,6480.0,17996.4,False,Normal,Mid Price
ORD11598,C1087,P026,2023-09-18,2,19.99,0.05,South,Completed,37.981,Ankita Agarwal,20,Female,Bangalore,South,2021-11-15,Platinum,2021,215,18-25,7.166666666666667,Hair Serum,Beauty & Personal Care,6.0,19.99,323,13.989999999999998,0.6998499249624812,1938.0,6456.77,False,Normal,Low Price
ORD11599,C1171,P014,2022-10-29,3,89.99,0.0,East,Completed,269.97,Aarav Singh,53,Male,Patna,East,2021-01-12,Platinum,2021,522,50+,17.4,Running Shoes,Sports & Fitness,40.0,89.99,488,49.99,0.5555061673519279,19520.0,43915.12,True,High Risk,High Price
ORD11600,C1155,P008,2023-02-25,1,89.99,0.0,South,Completed,89.99,Nandini Nair,47,Male,Hyderabad,South,2020-01-30,Silver,2020,870,36-50,29.0,Bluetooth Speaker,Electronics,40.0,89.99,50,49.99,0.5555061673519279,2000.0,4499.5,False,Normal,High Price
ORD11601,C1107,P009,2022-01-11,1,49.99,0.0,East,Completed,49.99,Kunal Sinha,50,Male,Guwahati,East,2021-10-23,Platinum,2021,238,36-50,7.933333333333334,Laptop Stand,Electronics,20.0,49.99,132,29.99,0.5999199839967994,2640.0,6598.68,False,Normal,Mid Price
ORD11602,C1083,P025,2023-09-28,2,24.99,0.0,East,Completed,49.98,Vivek Iyer,32,Male,Bhubaneswar,East,2021-02-21,Silver,2021,482,26-35,16.066666666666666,Sunscreen SPF50,Beauty & Personal Care,7.0,24.99,443,17.99,0.7198879551820728,3101.0,11070.57,False,Normal,Low Price
ORD11603,C1175,P004,2022-01-27,1,79.99,0.0,North,Completed,79.99,Arjun Verma,50,Male,Chandigarh,North,2020-08-28,Gold,2020,659,36-50,21.966666666666665,Ethnic Saree,Apparel,22.0,79.99,300,57.99,0.7249656207025879,6600.0,23997.0,False,Normal,High Price
ORD11604,C1125,P016,2022-04-16,1,54.99,0.0,West,Completed,54.99,Nandini Verma,48,Male,Surat,West,2020-09-27,Platinum,2020,629,36-50,20.966666666666665,Dumbell Pair 5kg,Sports & Fitness,20.0,54.99,402,34.99,0.6362975086379342,8040.0,22105.98,False,Normal,Mid Price
ORD11605,C1024,P006,2022-07-18,4,129.99,0.15,West,Completed,441.966,Ananya Rao,50,Male,Mumbai,West,2020-05-11,Platinum,2020,768,36-50,25.6,Wireless Headphones,Electronics,65.0,129.99,101,64.99000000000001,0.499961535502731,6565.0,13128.990000000002,False,Normal,High Price
ORD11606,C1064,P005,2023-05-08,2,99.99,0.0,East,Completed,199.98,Rajesh Joshi,46,Male,Kolkata,East,2021-08-13,Silver,2021,309,36-50,10.3,Winter Jacket,Apparel,35.0,99.99,136,64.99,0.6499649964996499,4760.0,13598.64,False,Normal,High Price
ORD11607,C1047,P007,2022-02-15,1,210.0,0.0,South,Completed,210.0,Mohit Nair,23,Male,Chennai,South,2020-05-15,Silver,2020,764,18-25,25.466666666666665,Smartwatch Pro,Electronics,95.0,210.0,218,115.0,0.5476190476190477,20710.0,45780.0,False,Normal,High Price
ORD11608,C1070,P026,2023-10-30,3,19.99,0.0,East,Completed,59.97,Sachin Joshi,48,Female,Patna,East,2021-11-22,Silver,2021,208,36-50,6.933333333333334,Hair Serum,Beauty & Personal Care,6.0,19.99,323,13.989999999999998,0.6998499249624812,1938.0,6456.77,False,Normal,Low Price
ORD11609,C1112,P039,2022-05-30,1,22.99,0.15,West,Completed,19.5415,Manish Nair,53,Male,Ahmedabad,West,2020-08-09,Platinum,2020,678,50+,22.6,Kids Painting Kit,Toys & Games,8.0,22.99,88,14.989999999999998,0.6520226185297956,704.0,2023.12,False,Normal,Low Price
ORD11610,C1084,P027,2022-01-09,2,9.99,0.0,West,Completed,19.98,Vishal Mishra,45,Male,Ahmedabad,West,2022-05-02,Gold,2022,47,36-50,1.5666666666666669,Lip Balm Set,Beauty & Personal Care,3.0,9.99,415,6.99,0.6996996996996997,1245.0,4145.85,False,Normal,Low Price
ORD11611,C1172,P022,2022-09-01,2,11.99,0.0,North,Completed,23.98,Bhavna Singh,43,Female,Chandigarh,North,2021-11-22,Silver,2021,208,36-50,6.933333333333334,A4 Printer Paper,Stationery,4.0,11.99,338,7.99,0.6663886572143453,1352.0,4052.62,False,Normal,Low Price
ORD11612,C1083,P027,2023-03-09,1,9.99,0.0,East,Completed,9.99,Vivek Iyer,32,Male,Bhubaneswar,East,2021-02-21,Silver,2021,482,26-35,16.066666666666666,Lip Balm Set,Beauty & Personal Care,3.0,9.99,415,6.99,0.6996996996996997,1245.0,4145.85,False,Normal,Low Price
ORD11613,C1041,P009,2022-07-26,3,49.99,0.0,North,Completed,149.97,Tanvi Agarwal,51,Male,Lucknow,North,2021-06-04,Silver,2021,379,50+,12.633333333333333,Laptop Stand,Electronics,20.0,49.99,132,29.99,0.5999199839967994,2640.0,6598.68,False,Normal,Mid Price
ORD11614,C1108,P016,2023-12-13,2,54.99,0.0,South,Completed,109.98,Pallavi Mishra,20,Male,Hyderabad,South,2020-08-14,Gold,2020,673,18-25,22.433333333333334,Dumbell Pair 5kg,Sports & Fitness,20.0,54.99,402,34.99,0.6362975086379342,8040.0,22105.98,False,Normal,Mid Price
ORD11615,C1005,P036,2023-08-16,2,39.99,0.0,East,Completed,79.98,Alok Joshi,25,Male,Kolkata,East,2020-04-09,Silver,2020,800,18-25,26.666666666666668,Board Game,Toys & Games,14.0,39.99,265,25.99,0.6499124781195299,3710.0,10597.35,False,Normal,Mid Price
ORD11616,C1138,P013,2022-12-03,1,49.99,0.0,South,Completed,49.99,Tarun Mishra,22,Male,Chennai,South,2021-07-16,Silver,2021,337,18-25,11.233333333333333,Yoga Mat,Sports & Fitness,18.0,49.99,360,31.99,0.6399279855971194,6480.0,17996.4,False,Normal,Mid Price
ORD11617,C1185,P011,2022-02-13,-1,159.99,0.0,West,Returned,-159.99,Nisha Chopra,39,Male,Pune,West,2020-09-28,Silver,2020,628,36-50,20.933333333333334,Noise Cancelling Earbuds,Electronics,80.0,159.99,496,79.99000000000001,0.4999687480467529,39680.0,79355.04000000001,True,High Risk,High Price
ORD11618,C1194,P014,2023-12-11,1,89.99,0.0,North,Completed,89.99,Divya Mishra,44,Female,Chandigarh,North,2020-11-16,Gold,2020,579,36-50,19.3,Running Shoes,Sports & Fitness,40.0,89.99,488,49.99,0.5555061673519279,19520.0,43915.12,True,High Risk,High Price
ORD11619,C1024,P027,2022-12-06,3,9.99,0.0,West,Completed,29.97,Ananya Rao,50,Male,Mumbai,West,2020-05-11,Platinum,2020,768,36-50,25.6,Lip Balm Set,Beauty & Personal Care,3.0,9.99,415,6.99,0.6996996996996997,1245.0,4145.85,False,Normal,Low Price
ORD11620,C1134,P028,2022-01-07,1,59.99,0.05,East,Completed,56.9905,Manish Nair,29,Female,Bhubaneswar,East,2021-12-11,Gold,2021,189,26-35,6.3,Electric Toothbrush,Beauty & Personal Care,22.0,59.99,221,37.99,0.6332722120353392,4862.0,13257.79,False,Normal,High Price
ORD11621,C1189,P028,2022-05-26,1,59.99,0.15,North,Returned,50.9915,Sneha Agarwal,44,Female,Chandigarh,North,2021-05-17,Platinum,2021,397,36-50,13.233333333333333,Electric Toothbrush,Beauty & Personal Care,22.0,59.99,221,37.99,0.6332722120353392,4862.0,13257.79,False,Normal,High Price
ORD11622,C1121,P032,2022-01-31,1,34.99,0.1,North,Completed,31.491000000000003,Swati Chopra,46,Female,Lucknow,North,2021-09-16,Platinum,2021,275,36-50,9.166666666666666,Water Purifier Filter,Home & Kitchen,12.0,34.99,489,22.99,0.6570448699628465,5868.0,17110.11,False,Normal,Mid Price
ORD11623,C1133,P011,2022-06-28,1,159.99,0.0,South,Completed,159.99,Tarun Agarwal,24,Female,Kochi,South,2021-02-22,Silver,2021,481,18-25,16.033333333333335,Noise Cancelling Earbuds,Electronics,80.0,159.99,496,79.99000000000001,0.4999687480467529,39680.0,79355.04000000001,True,High Risk,High Price
ORD11624,C1176,P006,2022-01-23,1,129.99,0.05,East,Returned,123.4905,Rohan Kumar,48,Female,Bhubaneswar,East,2021-08-24,Platinum,2021,298,36-50,9.933333333333334,Wireless Headphones,Electronics,65.0,129.99,101,64.99000000000001,0.499961535502731,6565.0,13128.990000000002,False,Normal,High Price
ORD11625,C1142,P033,2023-11-25,1,59.99,0.0,East,Completed,59.99,Gaurav Singh,45,Female,Guwahati,East,2020-09-06,Gold,2020,650,36-50,21.666666666666668,Bedsheet Set,Home & Kitchen,20.0,59.99,343,39.99,0.6666111018503084,6860.0,20576.57,False,Normal,High Price
ORD11626,C1145,P023,2022-12-13,4,22.99,0.0,East,Completed,91.96,Swati Chopra,50,Male,Patna,East,2021-07-05,Gold,2021,348,36-50,11.6,Desk Organiser,Stationery,8.0,22.99,287,14.989999999999998,0.6520226185297956,2296.0,6598.129999999999,False,Normal,Low Price
ORD11627,C1149,P012,2023-01-17,2,44.99,0.0,South,Completed,89.98,Kavya Agarwal,21,Male,Bangalore,South,2022-06-09,Silver,2022,9,18-25,0.3,Portable Charger,Electronics,18.0,44.99,244,26.99,0.5999110913536342,4392.0,10977.56,False,Normal,Mid Price
ORD11628,C1173,P006,2023-10-01,4,129.99,0.0,West,Returned,519.96,Harish Sharma,54,Female,Surat,West,2021-10-25,Silver,2021,236,50+,7.866666666666666,Wireless Headphones,Electronics,65.0,129.99,101,64.99000000000001,0.499961535502731,6565.0,13128.990000000002,False,Normal,High Price
ORD11629,C1026,P008,2022-05-28,4,89.99,0.1,South,Completed,323.964,Alok Krishnan,38,Female,Kochi,South,2021-03-24,Gold,2021,451,36-50,15.033333333333331,Bluetooth Speaker,Electronics,40.0,89.99,50,49.99,0.5555061673519279,2000.0,4499.5,False,Normal,High Price
ORD11630,C1105,P013,2023-01-23,2,49.99,0.0,South,Completed,99.98,Manish Gupta,50,Male,Kochi,South,2022-03-27,Silver,2022,83,36-50,2.7666666666666666,Yoga Mat,Sports & Fitness,18.0,49.99,360,31.99,0.6399279855971194,6480.0,17996.4,False,Normal,Mid Price
ORD11631,C1162,P011,2023-10-14,1,159.99,0.1,South,Completed,143.991,Harish Nair,34,Female,Kochi,South,2021-08-11,Silver,2021,311,26-35,10.366666666666667,Noise Cancelling Earbuds,Electronics,80.0,159.99,496,79.99000000000001,0.4999687480467529,39680.0,79355.04000000001,True,High Risk,High Price
ORD11632,C1097,P001,2022-10-29,3,19.99,0.0,West,Returned,59.97,Swati Chopra,43,Female,Ahmedabad,West,2020-03-18,Gold,2020,822,36-50,27.4,Cotton Kurta,Apparel,8.0,19.99,132,11.989999999999998,0.599799899949975,1056.0,2638.68,False,Normal,Low Price
ORD11633,C1082,P019,2022-10-14,4,9.99,0.0,West,Completed,39.96,Manish Shah,24,Male,Mumbai,West,2020-08-24,Gold,2020,663,18-25,22.1,Notebook Set 5pk,Stationery,3.5,9.99,181,6.49,0.6496496496496497,633.5,1808.19,False,Normal,Low Price
ORD11634,C1003,P008,2023-05-16,1,89.99,0.2,East,Completed,71.992,Vivek Shah,45,Male,Patna,East,2021-08-26,Silver,2021,296,36-50,9.866666666666667,Bluetooth Speaker,Electronics,40.0,89.99,50,49.99,0.5555061673519279,2000.0,4499.5,False,Normal,High Price
ORD11635,C1042,P002,2023-09-22,1,34.99,0.0,East,Completed,34.99,Pooja Rao,23,Male,Kolkata,East,2020-05-02,Gold,2020,777,18-25,25.9,Formal Shirt,Apparel,12.0,34.99,465,22.99,0.6570448699628465,5580.0,16270.35,False,Normal,Mid Price
ORD11636,C1096,P005,2023-10-23,3,99.99,0.0,North,Completed,299.97,Sachin Nair,29,Female,Chandigarh,North,2021-08-15,Silver,2021,307,26-35,10.233333333333333,Winter Jacket,Apparel,35.0,99.99,136,64.99,0.6499649964996499,4760.0,13598.64,False,Normal,High Price
ORD11637,C1148,P031,2022-07-03,1,49.99,0.0,East,Completed,49.99,Arjun Joshi,49,Female,Kolkata,East,2021-11-10,Platinum,2021,220,36-50,7.333333333333333,Non-stick Pan,Home & Kitchen,18.0,49.99,190,31.99,0.6399279855971194,3420.0,9498.1,False,Normal,Mid Price
ORD11638,C1108,P039,2023-05-22,1,22.99,0.0,South,Completed,22.99,Pallavi Mishra,20,Male,Hyderabad,South,2020-08-14,Gold,2020,673,18-25,22.433333333333334,Kids Painting Kit,Toys & Games,8.0,22.99,88,14.989999999999998,0.6520226185297956,704.0,2023.12,False,Normal,Low Price
ORD11639,C1090,P014,2023-08-21,2,89.99,0.1,South,Completed,161.982,Pooja Mehta,35,Female,Bangalore,South,2020-08-04,Gold,2020,683,26-35,22.766666666666666,Running Shoes,Sports & Fitness,40.0,89.99,488,49.99,0.5555061673519279,19520.0,43915.12,True,High Risk,High Price
ORD11640,C1196,P007,2022-08-29,1,210.0,0.0,South,Completed,210.0,Ananya Rao,46,Male,Kochi,South,2022-04-11,Silver,2022,68,36-50,2.2666666666666666,Smartwatch Pro,Electronics,95.0,210.0,218,115.0,0.5476190476190477,20710.0,45780.0,False,Normal,High Price
ORD11641,C1187,P002,2023-08-09,1,34.99,0.0,East,Completed,34.99,Geeta Reddy,51,Male,Patna,East,2021-05-30,Silver,2021,384,50+,12.8,Formal Shirt,Apparel,12.0,34.99,465,22.99,0.6570448699628465,5580.0,16270.35,False,Normal,Mid Price
ORD11642,C1089,P002,2022-03-28,1,34.99,0.2,West,Completed,27.992000000000004,Mohit Sharma,24,Female,Mumbai,West,2022-06-06,Gold,2022,12,18-25,0.4,Formal Shirt,Apparel,12.0,34.99,465,22.99,0.6570448699628465,5580.0,16270.35,False,Normal,Mid Price
ORD11643,C1145,P017,2022-08-24,2,29.99,0.0,East,Completed,59.98,Swati Chopra,50,Male,Patna,East,2021-07-05,Gold,2021,348,36-50,11.6,Cycling Gloves,Sports & Fitness,10.0,29.99,129,19.99,0.6665555185061687,1290.0,3868.71,False,Normal,Low Price
ORD11644,C1141,P010,2023-03-13,1,39.99,0.0,East,Completed,39.99,Deepa Mishra,26,Male,Guwahati,East,2022-01-03,Silver,2022,166,26-35,5.533333333333333,USB-C Hub,Electronics,15.0,39.99,151,24.99,0.6249062265566392,2265.0,6038.490000000001,False,Normal,Mid Price
ORD11645,C1075,P002,2023-05-25,1,34.99,0.0,West,Completed,34.99,Amit Agarwal,44,Male,Mumbai,West,2021-11-02,Platinum,2021,228,36-50,7.6,Formal Shirt,Apparel,12.0,34.99,465,22.99,0.6570448699628465,5580.0,16270.35,False,Normal,Mid Price
ORD11646,C1072,P035,2022-08-28,1,29.99,0.05,West,Completed,28.4905,Tarun Malhotra,40,Male,Surat,West,2021-11-19,Silver,2021,211,36-50,7.033333333333333,Action Figure Set,Toys & Games,10.0,29.99,282,19.99,0.6665555185061687,2820.0,8457.18,False,Normal,Low Price
ORD11647,C1076,P031,2023-05-29,2,49.99,0.0,West,Completed,99.98,Aarav Nair,46,Male,Pune,West,2022-04-03,Platinum,2022,76,36-50,2.533333333333333,Non-stick Pan,Home & Kitchen,18.0,49.99,190,31.99,0.6399279855971194,3420.0,9498.1,False,Normal,Mid Price
ORD11648,C1166,P010,2022-08-22,1,39.99,0.05,South,Completed,37.9905,Arjun Verma,47,Male,Kochi,South,2022-01-19,Silver,2022,150,36-50,5.0,USB-C Hub,Electronics,15.0,39.99,151,24.99,0.6249062265566392,2265.0,6038.490000000001,False,Normal,Mid Price
ORD11649,C1125,P003,2022-12-08,1,54.99,0.15,West,Completed,46.7415,Nandini Verma,48,Male,Surat,West,2020-09-27,Platinum,2020,629,36-50,20.966666666666665,Denim Jeans,Apparel,18.0,54.99,378,36.99,0.6726677577741408,6804.0,20786.22,False,Normal,Mid Price
ORD11650,C1022,P002,2023-12-01,3,34.99,0.0,East,Completed,104.97,Vishal Pandey,19,Female,Guwahati,East,2020-01-20,Silver,2020,880,18-25,29.33333333333333,Formal Shirt,Apparel,12.0,34.99,465,22.99,0.6570448699628465,5580.0,16270.35,False,Normal,Mid Price
ORD11651,C1114,P011,2022-05-22,5,159.99,0.0,South,Completed,799.95,Varun Patel,42,Male,Hyderabad,South,2020-01-15,Platinum,2020,885,36-50,29.5,Noise Cancelling Earbuds,Electronics,80.0,159.99,496,79.99000000000001,0.4999687480467529,39680.0,79355.04000000001,True,High Risk,High Price
ORD11652,C1108,P014,2022-09-25,1,89.99,0.0,South,Completed,89.99,Pallavi Mishra,20,Male,Hyderabad,South,2020-08-14,Gold,2020,673,18-25,22.433333333333334,Running Shoes,Sports & Fitness,40.0,89.99,488,49.99,0.5555061673519279,19520.0,43915.12,True,High Risk,High Price
ORD11653,C1073,P022,2023-02-18,4,11.99,0.0,North,Completed,47.96,Siddharth Krishnan,28,Male,Lucknow,North,2020-09-07,Gold,2020,649,26-35,21.633333333333333,A4 Printer Paper,Stationery,4.0,11.99,338,7.99,0.6663886572143453,1352.0,4052.62,False,Normal,Low Price
ORD11654,C1151,P001,2022-01-13,1,19.99,0.0,South,Completed,19.99,Suresh Iyer,23,Female,Chennai,South,2020-12-12,Gold,2020,553,18-25,18.433333333333334,Cotton Kurta,Apparel,8.0,19.99,132,11.989999999999998,0.599799899949975,1056.0,2638.68,False,Normal,Low Price
ORD11655,C1042,P024,2022-06-02,3,29.99,0.0,East,Completed,89.97,Pooja Rao,23,Male,Kolkata,East,2020-05-02,Gold,2020,777,18-25,25.9,Face Moisturiser,Beauty & Personal Care,9.0,29.99,373,20.99,0.6998999666555519,3357.0,11186.27,False,Normal,Low Price
ORD11656,C1078,P020,2022-08-03,1,6.99,0.0,East,Completed,6.99,Ritu Pandey,54,Female,Patna,East,2021-09-19,Platinum,2021,272,50+,9.066666666666666,Gel Pen Set 12pk,Stationery,2.0,6.99,160,4.99,0.7138769670958512,320.0,1118.4,False,Normal,Low Price
ORD11657,C1071,P010,2023-04-25,2,39.99,0.0,South,Completed,79.98,Gaurav Agarwal,29,Male,Hyderabad,South,2021-06-11,Platinum,2021,372,26-35,12.4,USB-C Hub,Electronics,15.0,39.99,151,24.99,0.6249062265566392,2265.0,6038.490000000001,False,Normal,Mid Price
ORD11658,C1031,P007,2022-11-17,3,210.0,0.0,West,Completed,630.0,Rohan Chopra,55,Female,Surat,West,2022-03-14,Gold,2022,96,50+,3.2,Smartwatch Pro,Electronics,95.0,210.0,218,115.0,0.5476190476190477,20710.0,45780.0,False,Normal,High Price
ORD11659,C1120,P011,2023-03-04,1,159.99,0.0,East,Completed,159.99,Deepa Shah,45,Male,Kolkata,East,2021-04-06,Gold,2021,438,36-50,14.6,Noise Cancelling Earbuds,Electronics,80.0,159.99,496,79.99000000000001,0.4999687480467529,39680.0,79355.04000000001,True,High Risk,High Price
ORD11660,C1153,P032,2023-01-19,1,34.99,0.0,North,Completed,34.99,Nandini Agarwal,53,Male,Jaipur,North,2020-08-28,Platinum,2020,659,50+,21.966666666666665,Water Purifier Filter,Home & Kitchen,12.0,34.99,489,22.99,0.6570448699628465,5868.0,17110.11,False,Normal,Mid Price
ORD11661,C1107,P027,2022-01-10,1,9.99,0.0,East,Completed,9.99,Kunal Sinha,50,Male,Guwahati,East,2021-10-23,Platinum,2021,238,36-50,7.933333333333334,Lip Balm Set,Beauty & Personal Care,3.0,9.99,415,6.99,0.6996996996996997,1245.0,4145.85,False,Normal,Low Price
ORD11662,C1063,P011,2022-08-19,1,159.99,0.0,North,Completed,159.99,Nikhil Gupta,35,Male,Chandigarh,North,2021-09-02,Gold,2021,289,26-35,9.633333333333333,Noise Cancelling Earbuds,Electronics,80.0,159.99,496,79.99000000000001,0.4999687480467529,39680.0,79355.04000000001,True,High Risk,High Price
ORD11663,C1142,P010,2023-12-09,2,39.99,0.0,East,Returned,79.98,Gaurav Singh,45,Female,Guwahati,East,2020-09-06,Gold,2020,650,36-50,21.666666666666668,USB-C Hub,Electronics,15.0,39.99,151,24.99,0.6249062265566392,2265.0,6038.490000000001,False,Normal,Mid Price
ORD11664,C1116,P005,2022-02-02,4,99.99,0.0,North,Completed,399.96,Vivek Iyer,50,Male,Delhi,North,2021-08-10,Silver,2021,312,36-50,10.4,Winter Jacket,Apparel,35.0,99.99,136,64.99,0.6499649964996499,4760.0,13598.64,False,Normal,High Price
ORD11665,C1118,P032,2022-12-05,2,34.99,0.0,East,Completed,69.98,Harish Nair,23,Female,Guwahati,East,2020-03-16,Gold,2020,824,18-25,27.466666666666665,Water Purifier Filter,Home & Kitchen,12.0,34.99,489,22.99,0.6570448699628465,5868.0,17110.11,False,Normal,Mid Price
ORD11666,C1171,P025,2023-08-11,3,24.99,0.0,East,Completed,74.97,Aarav Singh,53,Male,Patna,East,2021-01-12,Platinum,2021,522,50+,17.4,Sunscreen SPF50,Beauty & Personal Care,7.0,24.99,443,17.99,0.7198879551820728,3101.0,11070.57,False,Normal,Low Price
ORD11667,C1148,P015,2023-02-05,1,24.99,0.0,East,Completed,24.99,Arjun Joshi,49,Female,Kolkata,East,2021-11-10,Platinum,2021,220,36-50,7.333333333333333,Resistance Bands Set,Sports & Fitness,8.0,24.99,117,16.99,0.6798719487795117,936.0,2923.83,False,Normal,Low Price
ORD11668,C1114,P004,2022-12-03,2,79.99,0.0,South,Completed,159.98,Varun Patel,42,Male,Hyderabad,South,2020-01-15,Platinum,2020,885,36-50,29.5,Ethnic Saree,Apparel,22.0,79.99,300,57.99,0.7249656207025879,6600.0,23997.0,False,Normal,High Price
ORD11669,C1089,P012,2022-04-06,1,44.99,0.0,West,Completed,44.99,Mohit Sharma,24,Female,Mumbai,West,2022-06-06,Gold,2022,12,18-25,0.4,Portable Charger,Electronics,18.0,44.99,244,26.99,0.5999110913536342,4392.0,10977.56,False,Normal,Mid Price
ORD11670,C1190,P011,2023-12-07,2,159.99,0.1,West,Returned,287.982,Naveen Rao,24,Female,Mumbai,West,2020-03-08,Silver,2020,832,18-25,27.73333333333333,Noise Cancelling Earbuds,Electronics,80.0,159.99,496,79.99000000000001,0.4999687480467529,39680.0,79355.04000000001,True,High Risk,High Price
ORD11671,C1108,P014,2023-01-31,1,89.99,0.0,South,Completed,89.99,Pallavi Mishra,20,Male,Hyderabad,South,2020-08-14,Gold,2020,673,18-25,22.433333333333334,Running Shoes,Sports & Fitness,40.0,89.99,488,49.99,0.5555061673519279,19520.0,43915.12,True,High Risk,High Price
ORD11672,C1125,P026,2022-03-13,1,19.99,0.0,West,Returned,19.99,Nandini Verma,48,Male,Surat,West,2020-09-27,Platinum,2020,629,36-50,20.966666666666665,Hair Serum,Beauty & Personal Care,6.0,19.99,323,13.989999999999998,0.6998499249624812,1938.0,6456.77,False,Normal,Low Price
